process,step,annotation,iaa,true_label,id
Find a Nursing Home for a Senior - Getting Set up in the Nursing Home, Complete the financial assessment to determine the payment plan,"[1, 1, -1, 1, 1]",0.6,1,1930
Buy a Remote Starter for a Truck,Determine what kind of remote starter you need for your particular type of truck,"[1, 0, 1, 1, 2]",0.6,1,1931
Stain Wood Filler - Applying the Stain,Apply the stain to the wood filler using a brush,"[1, 1, -1, 1, 0]",0.4,1,1932
Be Ready and Comfortable Kissing a Guy, Tell yourself that everything will be okay,"[2, 2, 1, 0, 1]",0.6,1,1933
Use Google Keyword Planner - Using the New Keyword Search," Avoid the ""landing page"" service","[1, 2, 1, -1, -1]",0.4,1,1934
Cover Dining Room Chairs - Covering Chairs with Store-Bought Slipcovers, Fasten the slipcover onto your chair,"[2, 1, 2, 2, 0]",0.6,1,1935
Care for a Hedgehog with Wobbly Hedgehog Syndrome - Seeking Veterinary Care, Find a vet with experience treating exotic animals,"[1, 2, 1, 1, 2]",1.0,1,1936
Apologize After a Heated Argument - Re-establishing Trust After an Argument, Address potential causes of continued tension with your loved one,"[2, 0, 0, 2, 1]",0.4,1,1937
Throat Sing - Throat Singing, Slowly change the shape of your lips to adjust the sound,"[-1, 0, 1, 1, 0]",0.4,0,1938
Create a Chocolate Rose Arrangement - Making the Chocolate Roses, Place molds in the refrigerator and allow to chill for 15 or more minutes,"[1, 0, 1, 2, 1]",0.6,1,1939
Apply Serum to Your Hair - Using the Right Amount of Serum,Gently blot a couple of drops of serum into your soaking wet hair,"[1, 2, 2, 2, 1]",1.0,1,1940
Choose Kayak Paddles - Picking a Paddle Length, Choose a shorter paddle if the kayak’s seat is higher up,"[-2, 2, 1, 1, 2]",0.6,1,1941
Hack Lanschool - Using LinuxLive USB,Wait for  computer to restart,"[2.0, 1.0, 1.0, -1.0, 2.0]",0.6,1,1942
Cook Freekeh - Freekeh Pilaf, Serve with yogurt and pine nuts,"[1, 1, 1, 0, 1]",0.6,1,1943
Test Biodegradability of Plastic - Examining the Plastic, Dig up your test squares after 12 weeks,"[-1, 1, 1, 1, 1]",0.6,1,1944
Clean a Dog's Wound - Seeking Professional Veterinary Help,first clean the place of injure in dog,"[2.0, 1.0, 2.0, 1.0, 1.0]",1.0,1,1945
Make Caramel Frosting - Making Classic Caramel Frosting, Set the saucepan on the side until it's cooled down,"[2, -1, 1, 2, 1]",0.6,1,1946
Make Angel's Delight, Sprinkle a thin layer of shredded coconut on top of the cool whip,"[0, 1, 1, 2, -1]",0.4,1,1947
Report Visa Violations - Reporting a Visa Holder,"To report a person you think may be in the U.S. illegally, use the Homeland Security Investigations online tip form or call 1-866-347-2423","[1.0, 1.0, 0.0, 2.0, 1.0]",0.6,1,1948
Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings, Tap Turn off,"[1, 0, 1, 2, -1]",0.4,1,1949
Switch Medicare from One State to Another - Moving with a Medigap Plan,Identify the Medigap plan you have,"[2, 1, 1, 1, 1]",1.0,1,1950
Make a Gas Mask - Making an Air Filter for your Mask,Cut a U-Shape on the Side of the Bottle,"[-1.0, 1.0, 1.0, 2.0, 2.0]",0.6,1,1951
Turn Off Voicemail on a Samsung - Changing Call-Forwarding Settings, Tap the ⋮ menu,"[1, 0, 2, 0, 1]",0.4,1,1952
Train Puggles - House-Training Your Puggle, Clean up any accidents right away,"[2, 2, 2, 1, 2]",1.0,1,1953
Repair a Book's Binding - Reattaching Loose Pages,Purchase an acid-free book or binding glue,"[1, 2, 1, 2, 2]",1.0,1,1954
Prune Citrus Trees - Tailoring Your Pruning, Remove any low-lying “skirting” branches,"[0, 2, 1, 2, 2]",0.6,1,1955
Keep a Pet Rat Clean - Massaging a Hairless Rat, Squirt pure castile soap onto a washcloth and soak in the sink,"[2, 1, 1, 2, 1]",1.0,1,1956
Boil Cabbage - Boiling the Cabbage, Add the cabbage to the boiling water,"[2, 0, 1, 2, 2]",0.6,1,1957
Draw Cute Animals - A Cute Tiger, Erase unnecessary lines,"[0, 1, 2, 2, 1]",0.6,1,1958
Create a Kahoot Game,kahoot,"[2, 0, 1, 2, 1]",0.6,1,1959
Bake Eggs - Making Shirred Eggs, Serve the eggs as soon as you take them out of the oven,"[2, 2, 2, 1, 0]",0.6,1,1960
Create a Chocolate Rose Arrangement - Making the Chocolate Roses,Place cookie sticks into the bottom of each mold so its ready to be covered with chocolate,"[2, 0, 1, 2, 1]",0.6,1,1961
Keep a Pet Rat Clean - Massaging a Hairless Rat, Massage your hairless rat,"[2, 1, -1, 2, 1]",0.6,1,1962
Write a Hypothesis for an Essay - Composing the Hypothesis,Receive some feedback and see if it can help improve the work.,"[1.0, -1.0, 2.0, -1.0, 1.0]",0.4,1,1963
Issue a Refund - Using Google Payments Merchant Center, Click on the order for which you want to issue a refund,"[1, 2, -1, 1, 2]",0.6,1,1964
Write Headings for an Article - Writing Headings for APA Articles, Create a level four heading,"[2, 1, 1, 0, -1]",0.4,1,1965
Cook Goose Breasts - Pan-Roasted Goose Breasts, Sear the goose breasts for 8 minutes,"[2, 2, 1, 2, 1]",1.0,1,1966
Repair Torn Leather - Filling the Seam in the Tear, Apply filler to the seam in the tear using the side of the palette knife,"[2, 1, -1, 1, 2]",0.6,1,1967
Use Excel - Creating Charts, Click OK,"[0, 1, 1, 0, 1]",0.4,1,1968
"Decorate a Fondant Cake - Using Buttercream, Royal Icing, and Other Embellishments",Pipe buttercream onto the fondant cake,"[2, 2, 2, 2, 1]",1.0,1,1969
Use Google Keyword Planner - Multiplying Keyword Lists to Get New Keyword Ideas,logout,"[1.0, 2.0, -2.0, 1.0, 0.0]",0.4,1,1970
Deal With a Lying Child - Handling Lying in Adolescents (ages 10 and up), Evaluate your role in adolescent lying,"[1, 1, 2, 1, 0]",0.6,1,1971
Create Course Content for a MILPA Course - Preview and save the changes made to media lecture, Save the Media Lecture,"[1, -1, 1, 1, 0]",0.4,1,1972
Draw Cute Animals - A Cute Tiger, Draw patterns on the tiger’s body,"[0, 0, 1, 1, 1]",0.4,1,1973
Password Protect a PDF - Using PDF2Go, Click Download File,"[1, 2, 2, 1, 2]",1.0,1,1974
Password Protect a PDF - Using PDF2Go, Click SAVE CHANGES,"[1, 2, 2, 2, 2]",1.0,1,1975
Stay Organized when Moving," Using masking tape, make tabs for your spiral notebook that match the categories you just created","[1, 2, 2, 1, 2]",1.0,1,1976
Make an Ender Chest in Minecraft, Obtain an ender pearl,"[1, 1, 1, 1, 0]",0.6,1,1977
Make Vegetable Fritters - Making Gluten Free Vegetable Fritters,Ensure all ingredients are gluten free,"[1.0, 2.0, -1.0, 1.0, 1.0]",0.6,1,1978
Use a VCR for Extended Recording of Radio Talk Shows,L,"[2, 0, -1, 0, 0]",0.6,0,1979
Make a Concept Map - The Spider Concept Map, Write the subtopics around the main topic,"[1, 1, -1, 1, 2]",0.6,1,1980
Reset Browser Settings - Firefox,Understand what resetting Firefox will accomplish,"[2, -1, -2, 0, 1]",0.4,0,1981
Use a Litter Box for a Rabbit - Setting up the Litterbox, Place a plastic grate over the litter to prevent scattered litter pellets,"[-1, 1, 1, 1, 2]",0.6,1,1982
Make a Paper Hat - Making a Sailor or Alpine Hat,check it everything is ok,"[2.0, -1.0, 0.0, 1.0, 1.0]",0.4,1,1983
Get Amaryllis to Rebloom - Caring for Amaryllis in Summer,"Once summer is underway, plant the container outside","[2, 1, 1, 1, 2]",1.0,1,1984
Submit a Link to a Web Directory, Then a Message will be displayed as Link: submitted and awaiting approval,"[1, 1, 1, 1, 2]",1.0,1,1985
Use Your Android As Your Workout Trainer - Using My Coach - Workout Trainer, Continue the workout,"[1, -1, 1, 2, 2]",0.6,1,1986
Alleviate Headaches During Pregnancy - Recognizing More Serious Problems,seek medical advice by calling your public health line,"[2.0, 2.0, 1.0, 1.0, 1.0]",1.0,1,1987
Make an Ender Chest in Minecraft, Craft an Eye of Ender,"[1, 1, 1, 2, 0]",0.6,1,1988
Use a VCR for Extended Recording of Radio Talk Shows, Press Menu (to return to normal TV display),"[2, 1, 0, 0, 2]",0.4,1,1989
Eject the CD Tray for Windows 10 - Ejecting from Inside a Desktop PC, Unplug all power cords from the back of the PC,"[0, 0, 1, -1, 1]",0.4,0,1990
Make Vegetarian Yakisoba," Mix teriyaki sauce, shiro miso and lemon grass paste, pour into wok, and mix well","[2, 2, 1, 1, 1]",1.0,1,1991
Take Legal Action As a Victim of Violence at a Bar - Suing Your Assailant, Choose your court,"[1, 0, -1, 1, 2]",0.4,1,1992
Get Married in Oregon - Planning a Wedding Ceremony, Confirm the date with vendors and officiants,"[1, 0, 1, 1, 1]",0.6,1,1993
Tell If Someone Is in Your Closet, Bang on the closet door loudly,"[0, 1, -2, 2, 2]",0.4,1,1994
Bypass Your School's Filter on Any iOS Device (Hack Free) - Using a Web Proxy,follow the prompts to connect to proxy,"[1.0, 2.0, 0.0, 2.0, 1.0]",0.6,1,1995
Remove Vocals from Songs - Removing the Center Channel, Convert the file back to mono,"[1, 2, 1, 2, 1]",1.0,1,1996
Breed Alpacas - Encouraging Reproduction, Induce ovulation in the female alpaca,"[1, 1, 1, 2, 0]",0.6,1,1997
Clean Skylights - Cleaning Skylights from the Outside, Soak a soft sponge in the cleaning solution and grab a dry towel,"[1, 1, -1, 0, 2]",0.4,1,1998
Post Process Smoke Images - Mirroring Your Smoke, Make a selection of the smoke and invert it,"[2, 1, 0, 1, 1]",0.6,1,1999
Breed Alpacas - Encouraging Reproduction, Separate the alpacas if the female is not receptive,"[2, 1, 1, 2, 0]",0.6,1,2000
Make Non Alcoholic Blue Curacao - Making the Orange Base, Add the cloves,"[2, 1, 2, 1, 1]",1.0,1,2001
Decorate Garden Stones - Organizing Your Project, Do the same for indoor stones,"[2, 1, 2, 1, 0]",0.6,1,2002
"Cut a Mat Using a Utility Knife - Planning, Drawing Guide Lines and Cutting the Board to Size",be careful while handling knife,"[1.0, 1.0, 1.0, -1.0, 2.0]",0.6,1,2003
Issue a Refund - Using Google Payments Merchant Center," Select the reason for the refund from the dropdown menu, then click “Refund order","[0, 0, -1, 1, 2]",0.4,0,2004
Boil Cabbage - Boiling the Cabbage, Cook uncovered at a simmer or gentle boil,"[2, 0, 2, 0, 1]",0.4,1,2005
Measure an Angle Using a Protractor - Calculating Reflex Angles,Draw a straight line from the vertex of the angle,"[1, 1, 1, 1, 1]",1.0,1,2006
Contact Max Factor - Contacting via Twitter, Sign into Twitter,"[1, 2, 1, 0, 2]",0.6,1,2007
Clean Your Dog's Toothbrush - Disinfecting the Toothbrush,Allow the brush to dry completely.,"[2.0, 2.0, 1.0, 2.0, 2.0]",1.0,1,2008
Make a Gas Mask - Making an Air Filter for your Mask, Cut the bottom off another 1-liter bottle,"[2, 2, 1, 2, 1]",1.0,1,2009
Find Perfect Ice Skates, Choose 3 different types of skates in your size,"[2, 0, 2, 1, 1]",0.6,1,2010
Draw Cute Animals - A Cute Tiger, Draw the four legs of the tiger using small sharp angles,"[1, -1, 1, 1, 1]",0.6,1,2011
View the Boundaries of an Uber City, Use the map's features,"[2, 1, 1, 1, 1]",1.0,1,2012
Paint Bamboo Furniture - Painting the Furniture, Shake the can of paint and keep it 6 in (15 cm) from your furniture,"[1, 2, 0, 1, 2]",0.6,1,2013
Fix a Bicep Tear - Resuming Physical Activity, Try full shoulder flexion stretches,"[0, 1, 2, 0, 1]",0.4,1,2014
Repair Car Paint Chips - Repainting Medium Sized Chips, Apply touch up paint by dabbing the applicator brush,"[1, 1, 2, 1, 1]",1.0,1,2015
Make a Paper Hat - Making a Sailor or Alpine Hat, Fold the brim inwards if it is too wide for you,"[1, 1, 2, 0, 2]",0.6,1,2016
Make Crunchy Cajun Potato Snacks, Add the Cajun,"[2, 2, 2, 2, -1]",0.6,1,2017
Make Pomegranate Seltzer - Preparing a Cranberry Pomegranate Seltzer, Add a squeeze of lime to your cranberry pomegranate mixture,"[1, 1, 2, 2, -1]",0.6,1,2018
"Cut a Cabbage Into Wedges - Cutting Long, Skinny Cabbage", Cut each half in half again,"[1, 1, 0, 1, 1]",0.6,1,2019
View the Boundaries of an Uber City,Open your web browser to the Uber Cities page,"[2, 2, 1, 1, 1]",1.0,1,2020
Make Tiger Tails - Pretzel tiger tails, Allow to set,"[1, 1, 1, 1, 2]",1.0,1,2021
Replace Scooter Wheels - Removing the Old Wheels, Take the bearings out of the old wheel if your new one doesn't have them,"[1, 1, 1, 1, 2]",1.0,1,2022
Use Microsoft Publisher - Saving Your Document,” Your document will now be saved,"[1, 1, 1, 2, 1]",1.0,1,2023
Blow Dry Layered Hair - Blow Drying Short Layers," Blow dry your shortest layers (below the ears) with just the blow dryer in a downwards motion, combing through the hair with either your fingers or a brush","[1, 1, 0, 1, 1]",0.6,1,2024
Connect a HyperX Cloud Headset - Connecting to Mobile Device," Connect the splitter cable to the phone, tablet, or laptop","[1, 2, 1, 2, 1]",1.0,1,2025
"Decorate a Fondant Cake - Using Buttercream, Royal Icing, and Other Embellishments", Use royal icing to make delicate decorations,"[1, 2, 2, 2, 2]",1.0,1,2026
Test Liver Function - Getting the Blood Test, Wear loose clothing to your appointment,"[1, 1, 2, 2, 1]",1.0,1,2027
Make a Paper Hat - Making a Sailor or Alpine Hat," Tape the corners of the brim, if desired","[1, 2, 1, 0, 1]",0.6,1,2028
Get a Dog to Listen - Using a Dog’s Name to Get Its Attention, Use a kind tone,"[1, 1, 2, 1, 1]",1.0,1,2029
Find the Surface Area of a Pyramid - Finding the Surface Area of a Square Pyramid, Plug in the values for the side length and slant height into the formula,"[1, 1, 2, 1, 1]",1.0,1,2030
Cite a Website with No Author - MLA, Add a URL and date of access,"[1, -2, 2, 1, 1]",0.6,1,2031
Create a Chocolate Rose Arrangement - Making the Chocolate Roses, Microwave each bowl on half power for approximately 60 seconds,"[2, 0, 1, 2, 1]",0.6,1,2032
Toast Sunflower Seeds - Stovetop Toasting,add water,"[2.0, -1.0, -1.0, 1.0, 1.0]",0.4,1,2033
Dispose of Coffee Grounds - Making a Compost Heap, Turn the pile weekly to speed up decomposition,"[1, 1, 1, 1, 1]",1.0,1,2034
Repair a Book's Binding - Reattaching Loose Pages, Remove the loose pages,"[1, 2, 0, 1, 1]",0.6,1,2035
"Create a Go Kart with a Lawnmower Engine - Assembling Motor Mount, Brake Rod, and Accessories", Bend your brake rod into shape,"[-1, 2, 1, 1, 2]",0.6,1,2036
Cut Wood Slices - Cutting Large Slices with a Chainsaw, Glide the chainsaw blade through the wood slowly,"[0, 1, 1, 2, 1]",0.6,1,2037
Make a Camo Cake - Baking the Cake, Grease the cake pans and line them with parchment paper,"[-1, 1, 0, 1, 0]",0.4,0,2038
Create a Chocolate Rose Arrangement - Making the Chocolate Roses, Divide chocolate colors into microwave safe bowls,"[1, 0, 1, 1, 1]",0.6,1,2039
Install Internet Explorer - Using Windows 10, Click Restart now,"[1, 2, -1, 1, 2]",0.6,1,2040
Build a DIY Picture Frame Shelf - Making a Gallery Ledge Shelf, Attach your 1x2 board,"[2, 1, 1, 0, 1]",0.6,1,2041
Save a wikiHow Article to Read Offline - iOS App, Hit Options,"[1, 0, 1, 0, 1]",0.4,1,2042
Report a Fake Account on Facebook - Using the Mobile App, Go to the fake profile,"[2, 1, 1, 2, 0]",0.6,1,2043
Brake Properly on a Motorcycle - Coming to a Controlled Stop,Start braking at the proper time depending on your speed,"[1, 1, -1, 1, 1]",0.6,1,2044
Convert MediaWiki to WordPress, Redesign the site,"[1, 1, 1, 2, -1]",0.6,1,2045
Take Legal Action for Player to Player Violence - Negotiating a Settlement with the Player,Draft a letter demanding compensation for your injuries,"[2, 1, 2, 2, 2]",1.0,1,2046
Convert from Decimal to Binary - Descending Powers of Two and Subtraction, Look for the greatest power of 2,"[2, 0, 2, 1, 0]",0.4,1,2047
Cook Diced Beef - Sautéing Diced Beef, Pair your beef with your favorite sides,"[1, 0, 1, 2, 1]",0.6,1,2048
Use Google Keyword Planner - Using the New Keyword Search,""" Enter the necessary data for your product","[0, 1, 0, 0, 0]",0.6,0,2049
Find Perfect Ice Skates," Go to a sports store like, Models, Sports Authority, or Dick's Sporting Goods","[2, 0, 1, 1, 1]",0.6,1,2050
Measure an Angle Using a Protractor - Calculating Reflex Angles, Add the measurement of the acute angle and 180,"[1, 2, 1, 0, 1]",0.6,1,2051
Take Legal Action As a Victim of Violence at a Bar - Suing Your Assailant,Identify the perpetrator,"[1, -2, -2, 2, 2]",0.4,1,2052
Make German Chocolate Caramel Brownies, Press half of the batter into the pan,"[2, 1, 1, 1, 1]",1.0,1,2053
Boil Cabbage - Preparing the Cabbage,Peel off the outer leaves from the cabbage head,"[1, 2, 0, 2, 1]",0.6,1,2054
Wind a Grandfather Clock - Winding a Chain-Wound Clock, Repeat with the other weights,"[2, 2, 1, 2, 1]",1.0,1,2055
Buy Postage Online - Purchasing Postage Labels Online with Stamps.com, Enter the item’s weight,"[1, 1, 0, 2, 1]",0.6,1,2056
Sew on a Wig - Preparing Your Hair and the Wig, Try on the wig,"[0, 0, 0, 1, 1]",0.4,0,2057
Download Google Docs - On Desktop, Click File,"[1, -1, 0, 1, 1]",0.4,1,2058
Post Process Smoke Images - Mirroring Your Smoke,Have your basically processed image,"[2, 1, 0, 1, 1]",0.6,1,2059
Update Your Vehicle Registration - Changing Your Name, Submit your documents and fee if required,"[0, 0, 0, 1, 2]",0.4,0,2060
Dispose of Coffee Grounds - Making a Compost Heap, Dampen the pile when you add dry materials,"[0, 1, 1, 2, 1]",0.6,1,2061
Teach a Child to Use the Telephone," Let your child answer the phone, with a 'script' that you write out for him/her","[2, 1, 2, 2, 1]",1.0,1,2062
Start a Yeast Free Diet - Trying a Four to Six Week Diet,Familiarize yourself with the foods that are off-limits,"[-2, 0, 2, 1, 2]",0.4,1,2063
Calculate the Volume of a Cube - Finding Volume from Surface Area,Find your cube's surface area,"[2, 0, 2, 1, 2]",0.6,1,2064
"Create a Go Kart with a Lawnmower Engine - Assembling Motor Mount, Brake Rod, and Accessories",Install your motor mount,"[0, 2, 1, 1, 2]",0.6,1,2065
Pasteurize - Using Direct Heat to Pasteurize, Heat the water to 175 °F (79 °C) for 20 minutes,"[1, 1, 1, 1, 1]",1.0,1,2066
Watch TV Without Cable - Cancelling Cable Contracts," Cancel your cable, but retain your high-speed Internet","[2, 1, 1, 0, 1]",0.6,1,2067
Lower a Varidesk - Using a Push-Button Electric Model,Locate the toggle switch in the center of the ProPlus 36 Electric,"[1, 1, 1, 1, 1]",1.0,1,2068
Hug Your Boyfriend - Hugging Your Boyfriend Properly, Raise your right arm and place it on the back of his neck,"[1, 0, 1, 2, 1]",0.6,1,2069
Bake a Cake - Making Apple Cake, Bake the cake for about 50 minutes,"[2, 0, 2, 1, 2]",0.6,1,2070
Paint a Model Car - Hand Painting the Car,Add paint thinner and stir your paint,"[1, 1, 0, 2, 1]",0.6,1,2071
Get a Dog to Stop Drinking from the Toilet - Training Your Dog, Give your dog a fresh bowl of water,"[2, 2, 2, 1, 2]",1.0,1,2072
Preserve a Butterfly - Mounting Your Butterfly, Open the bottom wings until the pattern lines up with the top wings,"[1, 1, 1, 2, 1]",1.0,1,2073
