,video-id,fold-ind,startphrase,sent1,sent2,gold-source,ending0,ending1,ending2,ending3,label
941,941,941,xxx,xxx,How to Take an Autistic Child on Vacation - Having a Good Time,xxx,Put the family members' needs first. Don't be afraid to split up. Be prepared for anything. Encourage children to communicate their needs. Recognize that meltdowns or shutdowns will most likely occur. Choose activities that the whole family will enjoy. Enjoy vacationing in your family's own unique way.,xxx,xxx,xxx,0
942,942,942,xxx,xxx,How to Dress Fashionably - Lay the Groundwork,xxx,Organize your wardrobe. Know your body type. Take a good look in the mirror.,xxx,xxx,xxx,0
943,943,943,xxx,xxx,How to Promote Root Growth - Encouraging Growth in Cuttings,xxx,Take a 2 to 3 in (51 to 76 mm) cutting from a healthy plant. Dip the end of the cutting in a small container of rooting powder. Push the cutting into a peat and pumice mixture. Water the mixture around the cutting to stimulate root growth. Wrap a plastic bag around the cutting in the pot to prevent it from drying out. Place the cutting in an area with bright light.,xxx,xxx,xxx,1
944,944,944,xxx,xxx,How to Exercise Your Brain for Better Thinking Skills - Exercising Your Brain,xxx,Grow new neurons. Try something new. Perform neurobic exercises. Improve whole brain blood flow. Try strategy-based brain training. Boost your brain by using mental exercises. Perform math calculations in your head. Create pictures of words in your head. Participate in making music. Take a class. Learn a new language. Learn a new sport. Talk to people. Develop friendships with a diverse group.,xxx,xxx,xxx,0
945,945,945,xxx,xxx,How to Counterattack - Counterattacks where you grapple,xxx,"If he goes for a move with his arms or hands, such as a punch, intercept the blow as soon as you can. If he tries to kick you, block the attack first. If he attempts a grapple, you can dodge, or you can let him get you. Still, even if you're fighting a complete noob, you have to be careful. Place an open palm, with your fingers together, on the outside elbow joint.",xxx,xxx,xxx,0
946,946,946,xxx,xxx,How to Know if Your Child Has Scarlet Fever - Recognizing the Development of Scarlet Fever,xxx,Beware of rising temperatures. Be aware of impetigo. Look for a red rash. Look for strawberry tongue. Watch for peeling skin. See a doctor immediately.,xxx,xxx,xxx,0
947,947,947,xxx,xxx,How to Use Cinnamon Sticks - Making Cinnamon Stick Drinks,xxx,Use cinnamon sticks to add spice to homemade mulled wine. Add flavor to tea or cider by using a cinnamon stick to stir. Boil a cinnamon stick with hot chocolate. Put cinnamon sticks in your coffee maker for uniquely flavored coffee. Make simple cinnamon tisane for a comforting hot drink.,xxx,xxx,xxx,0
948,948,948,xxx,xxx,How to Find a Nursing Home for a Senior - Getting Set up in the Nursing Home,xxx,Fill out the admissions paperwork. Complete the financial assessment to determine the payment plan. Gather all of your loved one's medical and personal information. Help the nursing home staff decide on a care plan. Set up times for guests to visit the nursing home.,xxx,xxx,xxx,1
949,949,949,xxx,xxx,How to Influence - Influencing Others,xxx,Identify the people you need to influence the most. Be honest. Establish conversational rapport. Anticipate the expectations of others. Be willing to collaborate.,xxx,xxx,xxx,0
950,950,950,xxx,xxx,How to Tolerate Working With Obnoxious People - Changing Your Perspective,xxx,Try to listen. See this person through new eyes. Ask yourself are you seeing his/her annoying habits in yourself. Set a good example.,xxx,xxx,xxx,0
951,951,951,xxx,xxx,How to Make Aspirin if You're Lost in the Woods - Gathering Ingredients,xxx,Learn which types of willow trees contain the most salicylic acid. Look for a white willow tree first. Keep in mind that any willow tree will do. Harvest some willow bark.,xxx,xxx,xxx,1
952,952,952,xxx,xxx,How to Get Dog Urine Smell out of Carpets - Cleaning with Vinegar and Baking Soda,xxx,Mix together water and white vinegar in a spray bottle. Spray the mixture on the urine stain and let it sit for 15 minutes. Dab the carpet to lift up excess vinegar. Cover the vinegar solution with baking soda to deodorize your carpet. Vacuum the baking soda once itâ€™s dry.,xxx,xxx,xxx,1
953,953,953,xxx,xxx,How to Make an Exercise Schedule - Organizing Your Exercise Schedule,xxx,"Write your exercise schedule online or on paper. Start slowly when you begin. Plan 2-3 cardiovascular workouts into your weekly schedule. Add 2-3 strength training exercises to your weekly schedule. Plan 1-2 rest days into your week. Alternate between cardio exercise and strength training. Log your workouts. Plan at least one cardio and strength training workout, if you have a busy schedule.",xxx,xxx,xxx,0
954,954,954,xxx,xxx,How to Use an Analog Watch as a Compass - In the Northern Hemisphere,xxx,Hold the watch horizontally. Point the hour hand in the direction of the sun. Bisect the angle between the hour hand and the 12 o'clock mark to find South.,xxx,xxx,xxx,1
955,955,955,xxx,xxx,"How to Add Colorful Emoticons, Icons and Smiley Faces in Outlook",xxx,"Go to ""New"" button and create a new message (email). Come to the main message section and through the ""Picture"" button present on the top Menu bar, insert an image or logo. After Insertion of a particular image, select it to use in further procedure. Now, go to the ""AutoCorrect"" option by following this path: After clicking on ""AutoCorrect"" button, other pop-up window will appear on screen which brings you directly to setting page of ""AutoCorrect"" option. Write the character on which you want conversion of image or emoticons in the ""Replace"" field. You have to verify that by ""With"" option. Add it by clicking on the ""Add"" button. To confirm about adding of that particular image or logo, see the list given below under ""With"" option. Click on the ""OK"" button and now you can use the pictures or images in your email by just typing that particular character which you have defined for them.",xxx,xxx,xxx,1
956,956,956,xxx,xxx,How to Watch the Olympics Online - Watching Other Material,xxx,Watch replays on NBC's YouTube feed. Follow the Olympics on social networks. Get an app. Access the IOC archive.,xxx,xxx,xxx,0
957,957,957,xxx,xxx,How to Observe World Food Day,xxx,Learn about World Food Day and hunger issues. Take the Hunger Quiz. Use the social media network to spread the word about hunger. Find events in your area that are observing World Food Day. Play. Try cooking a meal for 1 dollar.,xxx,xxx,xxx,0
958,958,958,xxx,xxx,How to Do Taoist Chanting - Choosing a Mantra,xxx,"Recognize the different purposes of mantras. Enjoy the powerful benefits of a simple â€œom.â€ Om, or aum, is one of the most basic and powerful mantras. Wield the power of the Six Healing Sounds. Praise the Three Purities. Bring health and longevity to yourself. Give praise to the Jade Emperor. Calm your soul with the bright pearl.",xxx,xxx,xxx,1
959,959,959,xxx,xxx,How to Reduce Your Water Footprint - Reduce the amount of water used to produce your food,xxx,"Avoid luxury ingredients, the things that used to be precious (because they required extraordinary resources). Eat proteins that ""save"" water and don't eat more than you need. Drink water instead of anything else. Reduce your grains and/or substitute vegetable starches (like potatoes). Fill up with fresh fruits and vegetables! Calcium builds bones, and many vegetables contain good amounts of calcium.",xxx,xxx,xxx,0
960,960,960,xxx,xxx,How to Treat Pitcher's Arm - Reducing Pain and Inflammation,xxx,Rest a sore arm. Ice your arm. Compress the arm. Elevate the arm. Take an over-the-counter pain medication.,xxx,xxx,xxx,0
961,961,961,xxx,xxx,How to Sell Crafts Online Easily - Launch Your Website,xxx,Purchase a domain that reflects your business name. Set up a website or simple blog to link to your new Etsy and ArtFire stores and vice versa. Include a contact form so that buyers can reach you for questions and special order requests. Tell the story about your crafts to sell crafts online easily.,xxx,xxx,xxx,1
962,962,962,xxx,xxx,How to Deal With Emotional Triggers Effectively - Handling Unavoidable Triggers,xxx,Develop different ways you can handle a trigger. Pause to label your emotion. Practice opposite actions for negative emotions. Create positive experiences that lead to positive memories. Use emotion regulation skills or distress tolerance to tolerate unpleasant feelings. Improve the moment.,xxx,xxx,xxx,0
963,963,963,xxx,xxx,How to Make a Tree Seat - Creating Your Template,xxx,Calculate your treeâ€™s diameter and add 6 inches (15 cm). Divide the diameter by 1.75 (4.5 cm) to find the length of your interior bench boards. Mark your interior board length on a â„4 by 6 in (3.2 by 15.2 cm) board. Draw a line leading away from each hash mark at a 30-degree angle. Repeat this process 5 more times to finish your interior boards.,xxx,xxx,xxx,1
964,964,964,xxx,xxx,How to Repair Galvanized Coatings - Repair Using Zinc Based Alloys,xxx,"Be sure that you have the Galvanite Instructions and be sure to read them. Pre-clean the parent metal. Use a soft flame, heat gun or soldering iron to heat the parent metal repair area to at least 600Â°F/315Â°C. Hold the torch tip 4 to 6 inches (10.2 to 15.2 cm) away from the parent metal. Drag the rod over the area to be soldered, until it begins to flow. Blend the repair into the undamaged galvanized coating. Observe the solder deposit. If you stopped soldering and want to apply more solder or flow out the deposit more, let the area cool below the solid temperature and reheat. Smooth the repair area and remove any excess solder with a wire brush. Repeat these steps to build up additional layers of protection. Gather the materials below:",xxx,xxx,xxx,1
965,965,965,xxx,xxx,How to Do a Pour Painting - Finishing Your Painting,xxx,Store the painting so it's completely level. Let the painting dry for 2-3 days. Seal the canvas to protect the paint.,xxx,xxx,xxx,1
966,966,966,xxx,xxx,How to Make a Care Package for a Long Distance Partner - Assembling the Care Package,xxx,Find an attractive box. Decorate the interior of the box. Store your items carefully. Mail the package.,xxx,xxx,xxx,1
967,967,967,xxx,xxx,How to Get Your Significant Other to Stop Wearing Excessive Makeup - Taking an Indirect Approach,xxx,"Tell your significant other that she is beautiful when she isnâ€™t wearing any makeup. Focus on one specific feature. Point out your mateâ€™s inner beauty. Pay for a professional day of pampering. Pay your partner a lot of compliments when she wears natural-looking makeup. Go shopping for your significant other and pick out a neutral-hewed lipstick, blush, or eye shadow and gift it to them.",xxx,xxx,xxx,0
968,968,968,xxx,xxx,How to Lower a Varidesk - Using a Push-Button Electric Model,xxx,Locate the toggle switch in the center of the ProPlus 36 Electric. Press on the bottom third of the toggle switch to lower the desk. Let go of the button when the desk is lowered to your liking.,xxx,xxx,xxx,1
969,969,969,xxx,xxx,How to Afford Rehab - Using Your Health Insurance,xxx,Check your policy to see if it covers rehab. Talk to your insurance provider. Learn about dual diagnosis options. Contact the rehab center.,xxx,xxx,xxx,0
970,970,970,xxx,xxx,How to Enable JavaScript in Internet Explorer,xxx,"Launch a session of Internet Explorer on your computer or device. Click on â€œToolsâ€ at the top of your session and select â€œInternet Options.â€ The Internet Options window will display on-screen. Click on the â€œSecurityâ€ tab. Click on the â€œInternetâ€ button. Click on â€œCustom Level.â€ Navigate to the section called â€œSecurity Settings â€“ Internet Zone.â€ Scroll down to the â€œScriptingâ€ section. Select â€œEnableâ€ below the option that reads â€œActive Scripting.â€ Click on â€œOK,â€ or select the option that saves your preferences in Internet Options. Click on the â€œBackâ€ button in your session of Internet Explorer. Click on the â€œRefreshâ€ button in your browser.",xxx,xxx,xxx,1
